fixture,assumption,stage,step,formula,inputs,value
11_missing_apn,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
11_missing_apn,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
11_missing_apn,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,290000.00
11_missing_apn,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
11_missing_apn,aggressive,underwriting,value.v_low,V*(1-disp),,246500.00
11_missing_apn,aggressive,underwriting,value.v_high,V*(1+disp),,333500.00
11_missing_apn,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1250 condition=moderate,52500.00
11_missing_apn,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
11_missing_apn,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=562.94 months=12.0000,6755.28
11_missing_apn,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9762.50
11_missing_apn,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,17871.25
11_missing_apn,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,106500.00
11_missing_apn,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,106500.00
11_missing_apn,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=63000.00,309500.00
11_missing_apn,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=593.75 months=8.0000,4750.00
11_missing_apn,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10850.00
11_missing_apn,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21025.00
11_missing_apn,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,150000.00
11_missing_apn,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,150000.00
11_missing_apn,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=52500.00,342500.00
11_missing_apn,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.56 months=6.0000,3747.36
11_missing_apn,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11937.50
11_missing_apn,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,24178.75
11_missing_apn,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,193500.00
11_missing_apn,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,193500.00
11_missing_apn,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=44625.00,378125.00
11_missing_apn,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,140000.00
11_missing_apn,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
11_missing_apn,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
11_missing_apn,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
11_missing_apn,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,290000.00
11_missing_apn,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
11_missing_apn,conservative,underwriting,value.v_low,V*(1-disp),,246500.00
11_missing_apn,conservative,underwriting,value.v_high,V*(1+disp),,333500.00
11_missing_apn,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1250 condition=moderate,52500.00
11_missing_apn,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
11_missing_apn,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=562.94 months=12.0000,6755.28
11_missing_apn,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9762.50
11_missing_apn,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,17871.25
11_missing_apn,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,106500.00
11_missing_apn,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,106500.00
11_missing_apn,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=84000.00,330500.00
11_missing_apn,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=593.75 months=8.0000,4750.00
11_missing_apn,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10850.00
11_missing_apn,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21025.00
11_missing_apn,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,150000.00
11_missing_apn,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,150000.00
11_missing_apn,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=52500.00,342500.00
11_missing_apn,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.56 months=6.0000,3747.36
11_missing_apn,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11937.50
11_missing_apn,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,24178.75
11_missing_apn,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,193500.00
11_missing_apn,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,193500.00
11_missing_apn,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=34125.00,367625.00
11_missing_apn,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,140000.00
11_missing_apn,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
11_missing_apn,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
11_missing_apn,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
11_missing_apn,default,underwriting,value.v_expected,sum(v*w)/sum(w),,290000.00
11_missing_apn,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
11_missing_apn,default,underwriting,value.v_low,V*(1-disp),,246500.00
11_missing_apn,default,underwriting,value.v_high,V*(1+disp),,333500.00
11_missing_apn,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=1250 condition=moderate,52500.00
11_missing_apn,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=moderate,8.0000
11_missing_apn,default,underwriting,scenario[conservative].holding,monthly x months,monthly=562.94 months=12.0000,6755.28
11_missing_apn,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9762.50
11_missing_apn,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,17871.25
11_missing_apn,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,106500.00
11_missing_apn,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,106500.00
11_missing_apn,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=73500.00,320000.00
11_missing_apn,default,underwriting,scenario[expected].holding,monthly x months,monthly=593.75 months=8.0000,4750.00
11_missing_apn,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10850.00
11_missing_apn,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,21025.00
11_missing_apn,default,underwriting,scenario[expected].equity.gross,V - confirmed,,150000.00
11_missing_apn,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,150000.00
11_missing_apn,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=52500.00,342500.00
11_missing_apn,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=624.56 months=6.0000,3747.36
11_missing_apn,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11937.50
11_missing_apn,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,24178.75
11_missing_apn,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,193500.00
11_missing_apn,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,193500.00
11_missing_apn,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=39375.00,372875.00
12_condo_hoa_arrears,aggressive,underwriting,liabilities.confirmed,sum of confirmed bucket,,171000.00
12_condo_hoa_arrears,aggressive,underwriting,liabilities.potential,sum of potential bucket,,0.00
12_condo_hoa_arrears,aggressive,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
12_condo_hoa_arrears,aggressive,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
12_condo_hoa_arrears,aggressive,underwriting,value.v_expected,sum(v*w)/sum(w),,275000.00
12_condo_hoa_arrears,aggressive,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
12_condo_hoa_arrears,aggressive,underwriting,value.v_low,V*(1-disp),,233750.00
12_condo_hoa_arrears,aggressive,underwriting,value.v_high,V*(1+disp),,316250.00
12_condo_hoa_arrears,aggressive,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=980 condition=cosmetic,17640.00
12_condo_hoa_arrears,aggressive,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].holding,monthly x months,monthly=978.91 months=9.0000,8810.19
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9443.75
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,16946.88
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].equity.gross,V - confirmed,,62750.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,62750.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=21168.00,254918.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].holding,monthly x months,monthly=1008.13 months=6.0000,6048.78
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10475.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,19937.50
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].equity.gross,V - confirmed,,104000.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,104000.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=17640.00,292640.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].holding,monthly x months,monthly=1037.34 months=4.5000,4668.03
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11506.25
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,22928.13
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].equity.gross,V - confirmed,,145250.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,145250.00
12_condo_hoa_arrears,aggressive,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=14994.00,331244.00
12_condo_hoa_arrears,conservative,underwriting,liabilities.confirmed,sum of confirmed bucket,,171000.00
12_condo_hoa_arrears,conservative,underwriting,liabilities.potential,sum of potential bucket,,0.00
12_condo_hoa_arrears,conservative,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
12_condo_hoa_arrears,conservative,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
12_condo_hoa_arrears,conservative,underwriting,value.v_expected,sum(v*w)/sum(w),,275000.00
12_condo_hoa_arrears,conservative,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
12_condo_hoa_arrears,conservative,underwriting,value.v_low,V*(1-disp),,233750.00
12_condo_hoa_arrears,conservative,underwriting,value.v_high,V*(1+disp),,316250.00
12_condo_hoa_arrears,conservative,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=980 condition=cosmetic,17640.00
12_condo_hoa_arrears,conservative,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].holding,monthly x months,monthly=978.91 months=9.0000,8810.19
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9443.75
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,16946.88
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].equity.gross,V - confirmed,,62750.00
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,62750.00
12_condo_hoa_arrears,conservative,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=28224.00,261974.00
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].holding,monthly x months,monthly=1008.13 months=6.0000,6048.78
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10475.00
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,19937.50
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].equity.gross,V - confirmed,,104000.00
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,104000.00
12_condo_hoa_arrears,conservative,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=17640.00,292640.00
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].holding,monthly x months,monthly=1037.34 months=4.5000,4668.03
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11506.25
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,22928.13
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].equity.gross,V - confirmed,,145250.00
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,145250.00
12_condo_hoa_arrears,conservative,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=11466.00,327716.00
12_condo_hoa_arrears,default,underwriting,liabilities.confirmed,sum of confirmed bucket,,171000.00
12_condo_hoa_arrears,default,underwriting,liabilities.potential,sum of potential bucket,,0.00
12_condo_hoa_arrears,default,underwriting,liabilities.potential_weighted,sum(potential x attachment_probability),,0.00
12_condo_hoa_arrears,default,underwriting,value.candidate[comp].weight,base_weight x adjustment,base=1 adj=1.000000,1.000000
12_condo_hoa_arrears,default,underwriting,value.v_expected,sum(v*w)/sum(w),,275000.00
12_condo_hoa_arrears,default,underwriting,value.dispersion,"single->0.15 else clamp(wstdev/V,0.04,0.30)",,0.15
12_condo_hoa_arrears,default,underwriting,value.v_low,V*(1-disp),,233750.00
12_condo_hoa_arrears,default,underwriting,value.v_high,V*(1+disp),,316250.00
12_condo_hoa_arrears,default,underwriting,repairs.base,sqft x psf[condition] x regional_index,sqft=980 condition=cosmetic,17640.00
12_condo_hoa_arrears,default,underwriting,holding.months_base,acquisition_months + repair_months + market_days/30,condition=cosmetic,6.0000
12_condo_hoa_arrears,default,underwriting,scenario[conservative].holding,monthly x months,monthly=978.91 months=9.0000,8810.19
12_condo_hoa_arrears,default,underwriting,scenario[conservative].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,9443.75
12_condo_hoa_arrears,default,underwriting,scenario[conservative].resale,V x resale_pct,resale_pct=0.0725,16946.88
12_condo_hoa_arrears,default,underwriting,scenario[conservative].equity.gross,V - confirmed,,62750.00
12_condo_hoa_arrears,default,underwriting,scenario[conservative].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,62750.00
12_condo_hoa_arrears,default,underwriting,scenario[conservative].arv,V + repairs (recapture 1.0),repairs=24696.00,258446.00
12_condo_hoa_arrears,default,underwriting,scenario[expected].holding,monthly x months,monthly=1008.13 months=6.0000,6048.78
12_condo_hoa_arrears,default,underwriting,scenario[expected].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,10475.00
12_condo_hoa_arrears,default,underwriting,scenario[expected].resale,V x resale_pct,resale_pct=0.0725,19937.50
12_condo_hoa_arrears,default,underwriting,scenario[expected].equity.gross,V - confirmed,,104000.00
12_condo_hoa_arrears,default,underwriting,scenario[expected].equity.adjusted,V - confirmed - potential_weighted,pw=0.00,104000.00
12_condo_hoa_arrears,default,underwriting,scenario[expected].arv,V + repairs (recapture 1.0),repairs=17640.00,292640.00
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].holding,monthly x months,monthly=1037.34 months=4.5000,4668.03
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].acquisition,V x acq_pct + flats,acq_pct=0.025 flat=3600,11506.25
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].resale,V x resale_pct,resale_pct=0.0725,22928.13
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].equity.gross,V - confirmed,,145250.00
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].equity.adjusted,V - confirmed - potential_weighted,pw=0,145250.00
12_condo_hoa_arrears,default,underwriting,scenario[optimistic].arv,V + repairs (recapture 1.0),repairs=13230.00,329480.00
